"date","ville","pays","no2","o3","pm25","temp_max","temp_min","temp_moy","amplitude","humidite"
2024-11-14,"Hong Kong","Chine",21.41,54.98,4.25,26.1,23.8,24.9,2.3,88.3
2024-11-15,"Hong Kong","Chine",45.76,19.2,8.55,26,23.4,24.6,2.6,92
2024-11-16,"Hong Kong","Chine",48.66,38.15,14.07,27.6,23.8,25.7,3.8,86.4
2024-11-17,"Hong Kong","Chine",31.49,52.71,10.76,26.1,22.8,24.5,3.3,86
2024-11-18,"Hong Kong","Chine",34.56,39.54,14.62,26.8,23.1,24.9,3.7,68.1
2024-11-19,"Hong Kong","Chine",29.12,23.41,3.35,22.8,18.1,19.7,4.7,82.4
2024-11-20,"Hong Kong","Chine",33.14,19.31,2.26,18.1,17,17.7,1.1,91.7
2024-11-21,"Hong Kong","Chine",39.29,20.87,7.89,21.1,16.9,19.1,4.2,80.1
2024-11-22,"Hong Kong","Chine",42.5,31.78,13.89,21.7,18.1,19.5,3.6,71.3
2024-11-23,"Hong Kong","Chine",32.79,58.24,17.92,21.4,17.9,19.7,3.5,68.9
2024-11-24,"Hong Kong","Chine",25,71.99,16.42,22,19.3,20.4,2.7,77.4
2024-11-25,"Hong Kong","Chine",43.42,42.91,12.9,22.4,20.4,21.4,2,80.9
2024-11-26,"Hong Kong","Chine",43.17,50.64,6.66,22.9,18.1,20.4,4.8,63.8
2024-11-27,"Hong Kong","Chine",42.7,62.83,10.09,22.4,15.7,18.7,6.7,42.7
2024-11-28,"Hong Kong","Chine",32.08,81.05,8.56,22.1,16.7,19.3,5.4,34.2
2024-11-29,"Hong Kong","Chine",44.99,68.25,9.4,21.7,15.8,18.4,5.9,31
2024-11-30,"Hong Kong","Chine",41.36,97.69,14.18,22.1,14.3,18.5,7.8,47.9
2024-12-01,"Hong Kong","Chine",32.64,126.52,20.35,22.8,15,19.5,7.8,64.1
2024-12-02,"Hong Kong","Chine",39.21,123.73,20.62,24.5,17.8,20.8,6.7,65.6
2024-12-03,"Hong Kong","Chine",34.16,91.5,14.31,25.3,18.2,21.7,7.1,71.4
2024-12-04,"Hong Kong","Chine",24.05,111.75,17.35,25.5,21.1,22.7,4.4,68.5
2024-12-05,"Hong Kong","Chine",43.74,91.06,27.31,23.9,19.4,21.6,4.5,74.5
2024-12-06,"Hong Kong","Chine",51.39,77.63,41.13,23.1,18.5,20.8,4.6,71.5
2024-12-07,"Hong Kong","Chine",39.59,65.09,29.33,23.2,17.6,20.1,5.6,65.4
2024-12-08,"Hong Kong","Chine",27.87,63.81,21.23,20.8,14.9,17.6,5.9,63.1
2024-12-09,"Hong Kong","Chine",33.54,65.25,17.02,20.5,16.2,17.8,4.3,70.8
2024-12-10,"Hong Kong","Chine",33.86,85.69,18.57,23,18,20.3,5,74.4
2024-12-11,"Hong Kong","Chine",62.2,55.91,26.93,25.8,19.2,21.9,6.6,74.1
2024-12-12,"Hong Kong","Chine",44.14,59.17,15.39,21.4,16,18.6,5.4,66.1
2024-12-13,"Hong Kong","Chine",36.91,65.27,18.97,20.5,14.8,17.8,5.7,61.7
2024-12-14,"Hong Kong","Chine",35.2,80.28,39.73,17.1,12.8,14.9,4.3,51
2024-12-15,"Hong Kong","Chine",33.05,74.69,20.98,16.6,11.8,14.1,4.8,38.5
2024-12-16,"Hong Kong","Chine",60.8,57.66,22.9,18.7,13.1,15.3,5.6,42.1
2024-12-17,"Hong Kong","Chine",66.04,85.08,30.86,21.4,11.4,16.1,10,61.5
2024-12-18,"Hong Kong","Chine",43,79.73,19.64,21.4,16,18.3,5.4,45.9
2024-12-19,"Hong Kong","Chine",47.36,93.95,34.3,18.3,12.3,15.1,6,40.7
2024-12-20,"Hong Kong","Chine",61.35,83.88,40.01,18,10.5,13.6,7.5,47.4
2024-12-21,"Hong Kong","Chine",43.07,91.58,22.9,20.7,10.2,15.7,10.5,46.9
2024-12-22,"Hong Kong","Chine",34.21,106.84,32.5,18.1,12.2,15.2,5.9,47
2024-12-23,"Hong Kong","Chine",58.4,65.47,40.19,17.6,14.3,15.9,3.3,53
2024-12-24,"Hong Kong","Chine",43.92,75.32,28.06,18.9,14.5,16.8,4.4,52.7
2024-12-25,"Hong Kong","Chine",54.55,47.62,27.31,19.3,15.3,17.2,4,71.5
2024-12-26,"Hong Kong","Chine",56.44,54.64,29.27,22.1,17.2,19.2,4.9,75
2024-12-27,"Hong Kong","Chine",52.74,72.94,42.73,20.9,17.4,18.8,3.5,74.6
2024-12-28,"Hong Kong","Chine",43.03,96.47,43.36,19.4,14.8,16.7,4.6,42.9
2024-12-29,"Hong Kong","Chine",30.98,124.41,40.16,17.9,11.6,14.8,6.3,53.8
2024-12-30,"Hong Kong","Chine",82.39,88.09,45.89,21.4,11.9,16.6,9.5,65.5
2024-12-31,"Hong Kong","Chine",62.93,100.69,42.8,22.9,15.2,19.2,7.7,53.8
2025-01-01,"Hong Kong","Chine",27.06,112.38,34.63,19.8,16.1,17.5,3.7,73.2
2025-01-02,"Hong Kong","Chine",71.24,79,42.96,21.9,16.5,18.9,5.4,66.2
2025-01-03,"Hong Kong","Chine",49.77,105.33,26.24,21.6,14.6,18.1,7,42.7
2025-01-04,"Hong Kong","Chine",41.21,106.33,25.13,20.1,13.3,17.1,6.8,64.2
2025-01-05,"Hong Kong","Chine",63.22,97.97,33.95,21.8,14.7,18.2,7.1,62.7
2025-01-06,"Hong Kong","Chine",52.67,108.98,30.48,20.9,12.9,16.6,8,56.6
2025-01-07,"Hong Kong","Chine",37.38,108.71,26.01,19.8,13.9,16.8,5.9,66.5
2025-01-08,"Hong Kong","Chine",46.2,109.87,30.03,20.7,15.8,17.5,4.9,67.9
2025-01-09,"Hong Kong","Chine",51.88,91.49,35.86,20.3,13.6,16.9,6.7,65.6
2025-01-10,"Hong Kong","Chine",44.03,75.11,19.45,17.1,12,14.6,5.1,42.9
2025-01-11,"Hong Kong","Chine",38.38,85.15,22.09,16.5,10.3,13.5,6.2,38.8
2025-01-12,"Hong Kong","Chine",34.38,89.94,11.06,19.5,9.3,13.8,10.2,33.3
2025-01-13,"Hong Kong","Chine",32.24,108.16,15.4,19.2,9.4,15.1,9.8,56.8
2025-01-14,"Hong Kong","Chine",58.99,68.88,17.21,21,16.1,18,4.9,56.8
2025-01-15,"Hong Kong","Chine",45.58,98.14,26.1,22.8,16.8,19.3,6,49
2025-01-16,"Hong Kong","Chine",62.53,92.45,42.87,19.1,12.3,15.6,6.8,47.3
2025-01-17,"Hong Kong","Chine",37.31,113.58,27.3,18.6,10.5,14.6,8.1,50.3
2025-01-18,"Hong Kong","Chine",60.26,93.07,28.4,19.9,12.6,15.5,7.3,60.2
2025-01-19,"Hong Kong","Chine",91.9,65.83,31.49,21.9,11.2,16.1,10.7,60.3
2025-01-20,"Hong Kong","Chine",61.83,94.4,22.91,21.3,11.4,16.3,9.9,62.6
2025-01-21,"Hong Kong","Chine",30.93,135.33,25.5,20.3,14.2,17.1,6.1,57
2025-01-22,"Hong Kong","Chine",37.12,92.07,19.14,20.3,17.1,18.2,3.2,68.1
2025-01-23,"Hong Kong","Chine",43.86,77.17,17.38,21,16.9,18.4,4.1,87.2
2025-01-24,"Hong Kong","Chine",25.74,93.08,11.68,20.9,17.1,18.5,3.8,71.9
2025-01-25,"Hong Kong","Chine",21.13,97,12.01,21.1,16.4,18.1,4.7,76.8
2025-01-26,"Hong Kong","Chine",19.7,58.72,7.47,17.1,11.9,14.5,5.2,76.8
2025-01-27,"Hong Kong","Chine",33.73,66.28,9.73,17.7,10.3,13.4,7.4,43.4
2025-01-28,"Hong Kong","Chine",37.48,68.05,12.36,18.5,10.7,14.4,7.8,37.9
2025-01-29,"Hong Kong","Chine",14.61,93.99,21.59,18.8,11.9,15.3,6.9,52.7
2025-01-30,"Hong Kong","Chine",17.6,95.96,13.83,19.4,13.8,16.3,5.6,66.4
2025-01-31,"Hong Kong","Chine",17.1,88.48,8.4,21.3,16.5,18.3,4.8,65.9
2025-02-01,"Hong Kong","Chine",27.37,63.74,6.37,21.6,17,19.1,4.6,87.9
2025-02-02,"Hong Kong","Chine",20.6,68.16,9.49,19.8,17.2,18.6,2.6,86.9
2025-02-03,"Hong Kong","Chine",21.52,34.7,3.6,17.6,12.9,15,4.7,79.4
2025-02-04,"Hong Kong","Chine",27.74,55.43,9.3,17.9,11.2,13.7,6.7,63.4
2025-02-05,"Hong Kong","Chine",26.92,79.98,24.16,18.4,12,15.1,6.4,67.5
2025-02-06,"Hong Kong","Chine",35.13,64.94,16.59,19.5,15.3,17.1,4.2,58.2
2025-02-07,"Hong Kong","Chine",30.52,45.79,10.92,16.9,12.1,14.6,4.8,64.9
2025-02-08,"Hong Kong","Chine",32.32,56.93,13.55,16.4,10.8,13.4,5.6,41.9
2025-02-09,"Hong Kong","Chine",19.36,83.77,10.64,16.6,10.7,13.7,5.9,42.4
2025-02-10,"Hong Kong","Chine",31.56,82.32,11.34,19.1,11.1,15.5,8,63.3
2025-02-11,"Hong Kong","Chine",27.44,75.5,9.53,20.6,15.3,17.8,5.3,72
2025-02-12,"Hong Kong","Chine",49.79,32.9,10.17,20.5,16.7,18.3,3.8,94.6
2025-02-13,"Hong Kong","Chine",32.73,57.33,27.39,19.2,16.2,17.6,3,79
2025-02-14,"Hong Kong","Chine",28.87,63.15,22.47,18.5,15.1,16.6,3.4,88.2
2025-02-15,"Hong Kong","Chine",68.3,26.08,22.98,23.2,15.4,18.3,7.8,85.1
2025-02-16,"Hong Kong","Chine",51.84,90.09,46.72,25.5,16.5,20.6,9,82.8
2025-02-17,"Hong Kong","Chine",26.85,123.92,30.47,22,16.8,18.8,5.2,72.7
2025-02-18,"Hong Kong","Chine",26.93,112.93,30.6,21.4,16.2,18,5.2,70.9
2025-02-19,"Hong Kong","Chine",33.14,87.37,17.23,20.3,15.7,17.2,4.6,74.7
2025-02-20,"Hong Kong","Chine",23.43,93.56,15.92,20,16.2,17.9,3.8,77.2
2025-02-21,"Hong Kong","Chine",31.28,78.67,21.93,19,16.1,17.2,2.9,82.9
2025-02-22,"Hong Kong","Chine",28.02,67.62,17.9,18.9,15.3,16.6,3.6,80.6
2025-02-23,"Hong Kong","Chine",25.51,36.3,6.85,18,14.7,16.2,3.3,76.2
2025-02-24,"Hong Kong","Chine",25.41,76.79,17.33,18.1,12.2,14.6,5.9,67.9
2025-02-25,"Hong Kong","Chine",74.76,32.97,33.05,18.9,13.8,16.1,5.1,73.3
2025-02-26,"Hong Kong","Chine",41.6,71.04,29.03,19.4,15.1,16.9,4.3,81.3
2025-02-27,"Hong Kong","Chine",39.65,76.68,21.56,22.4,15.6,18.3,6.8,78.2
2025-02-28,"Hong Kong","Chine",52.65,50.25,18.85,24.9,15.9,20.4,9,80
2025-03-01,"Hong Kong","Chine",43.8,47.58,18.45,23.8,19.6,21.6,4.2,86.9
2025-03-02,"Hong Kong","Chine",43.33,34.03,12.26,26.2,20.4,22.5,5.8,88
2025-03-03,"Hong Kong","Chine",52.37,21.65,13.28,26.6,20.3,23.1,6.3,86.8
2025-03-04,"Hong Kong","Chine",38.75,24.67,11.18,26,21.9,23.7,4.1,87.2
2025-03-05,"Hong Kong","Chine",29.29,36.75,6.22,22.8,16.9,18.8,5.9,94.1
2025-03-06,"Hong Kong","Chine",32.41,19.63,6.58,16.4,11.6,13.5,4.8,86.5
2025-03-07,"Hong Kong","Chine",40.13,16.9,9.42,13.7,11.1,12.3,2.6,87.5
2025-03-08,"Hong Kong","Chine",36.22,58.34,18.05,19.4,13,15.7,6.4,74.7
2025-03-09,"Hong Kong","Chine",23.33,102.45,14.94,20.6,15.4,18.1,5.2,70.4
2025-03-10,"Hong Kong","Chine",38.25,80.16,17.72,24.1,17.8,20.3,6.3,71
2025-03-11,"Hong Kong","Chine",45.94,67.06,16.3,25.7,18.6,21.6,7.1,77.4
2025-03-12,"Hong Kong","Chine",49.56,31.55,12.72,25.3,20.6,22.3,4.7,85
2025-03-13,"Hong Kong","Chine",69.26,15.23,21.43,27.6,21.2,23.8,6.4,84.4
2025-03-14,"Hong Kong","Chine",34.7,58.39,17.58,23.8,20.2,21.5,3.6,92.2
2025-03-15,"Hong Kong","Chine",36.88,36.3,9.86,24.5,18.3,21.2,6.2,89.8
2025-03-16,"Hong Kong","Chine",19.93,76.48,7.48,19.9,15,17.3,4.9,61.1
2025-03-17,"Hong Kong","Chine",35.97,70.27,23.1,17.5,14.4,15.7,3.1,53.1
2025-03-18,"Hong Kong","Chine",49.18,63.97,18.14,19.1,14.2,16.1,4.9,56
2025-03-19,"Hong Kong","Chine",39.22,110.93,18.94,21.8,12.4,16.8,9.4,57
2025-03-20,"Hong Kong","Chine",38.79,129.7,23.84,23.1,14.4,18.4,8.7,61.2
2025-03-21,"Hong Kong","Chine",39.31,135.11,23.97,24.2,13.5,19,10.7,62.5
2025-03-22,"Hong Kong","Chine",86.67,79.46,22.12,24.9,14.5,19.8,10.4,64.3
2025-03-23,"Hong Kong","Chine",87.07,70.53,25.88,26.2,14.9,20.3,11.3,61.1
2025-03-24,"Hong Kong","Chine",100.87,50.65,22.5,27.4,15.9,21.3,11.5,63.4
2025-03-25,"Hong Kong","Chine",65.25,76.06,20.68,27.7,17,22.2,10.7,66.1
2025-03-26,"Hong Kong","Chine",23.4,69.79,8.5,27.3,20.1,23.3,7.2,80.7
2025-03-27,"Hong Kong","Chine",24.95,34.23,9.41,27.6,21.3,24.5,6.3,83
2025-03-28,"Hong Kong","Chine",26.86,41.28,11.38,28,19.3,24.8,8.7,87.3
2025-03-29,"Hong Kong","Chine",27.26,30.54,6,19,12.9,15.3,6.1,88.4
2025-03-30,"Hong Kong","Chine",27.07,25.48,3.15,13.2,11.4,12.4,1.8,87
2025-03-31,"Hong Kong","Chine",33.9,22.03,6.11,12.6,11.3,12,1.3,89.9
2025-04-01,"Hong Kong","Chine",39.02,40.78,11.14,19,11.6,14.8,7.4,73.7
2025-04-02,"Hong Kong","Chine",35.3,77.82,12.41,22.4,12.1,17.3,10.3,67.9
2025-04-03,"Hong Kong","Chine",47.03,95.9,13.4,24.2,14.6,19.4,9.6,61.2
2025-04-04,"Hong Kong","Chine",21.34,112.48,22.28,22.2,17.6,19.6,4.6,71
2025-04-05,"Hong Kong","Chine",47.09,52.18,16.77,19.4,18.1,18.5,1.3,94.3
2025-04-06,"Hong Kong","Chine",41.02,80.79,22.06,22.7,17.7,19.6,5,80.7
2025-04-07,"Hong Kong","Chine",37.66,126.75,25.51,25.9,17.3,21,8.6,68.8
2025-04-08,"Hong Kong","Chine",51.25,86.55,22.05,25.8,19.1,22.3,6.7,77.6
2025-04-09,"Hong Kong","Chine",70.24,32.64,16.82,27.3,20.4,23.3,6.9,81.2
2025-04-10,"Hong Kong","Chine",48.27,34.03,14.95,27.5,21.7,24.2,5.8,84
2025-04-11,"Hong Kong","Chine",24.09,33.65,12.35,27.1,22.1,24.4,5,88.7
2025-04-12,"Hong Kong","Chine",15.41,61.4,29.57,27,19.8,23.9,7.2,86.9
2025-04-13,"Hong Kong","Chine",46.7,60.25,62.21,23.7,19.3,21,4.4,39.5
2025-04-14,"Hong Kong","Chine",74.51,90.4,70.41,27.9,16.3,21.7,11.6,54
2025-04-15,"Hong Kong","Chine",47.06,130.52,40.39,31.2,17.8,24.2,13.4,51.8
2025-04-16,"Hong Kong","Chine",31.88,104.15,21.57,27.5,19.9,23.3,7.6,74.4
2025-04-17,"Hong Kong","Chine",25.32,74.65,14.81,26.5,21,23.8,5.5,81.7
2025-04-18,"Hong Kong","Chine",27.85,32.38,10.23,25.1,22.9,24.1,2.2,94
2025-04-19,"Hong Kong","Chine",13.49,38.04,10.34,28.8,24.4,26,4.4,89.4
2025-04-20,"Hong Kong","Chine",15.84,35.73,10.38,30.2,24.7,26.8,5.5,83.1
2025-04-21,"Hong Kong","Chine",10.7,38.92,10.36,29.9,24.3,26.7,5.6,82.9
2025-04-22,"Hong Kong","Chine",11.9,42.24,11.75,30.2,25,27.2,5.2,83.4
2025-04-23,"Hong Kong","Chine",7.6,47.15,8.56,30.5,25.6,27.7,4.9,81.6
2025-04-24,"Hong Kong","Chine",24.61,39.69,8.18,30.1,24.5,27.3,5.6,81.6
2025-04-25,"Hong Kong","Chine",46.59,59.43,10.1,26,23.2,24.7,2.8,91.6
2025-04-26,"Hong Kong","Chine",21.28,108.75,10.76,24.6,21.1,22.3,3.5,88.3
2025-04-27,"Hong Kong","Chine",29.78,73.85,18.87,25.3,21.3,22.5,4,92.3
2025-04-28,"Hong Kong","Chine",63.98,55.55,19.16,29.3,22.6,25.2,6.7,87.5
2025-04-29,"Hong Kong","Chine",25.68,156.23,19.76,28.3,23,25.1,5.3,65.6
2025-04-30,"Hong Kong","Chine",46.09,94.42,19.91,27.9,22.3,24.8,5.6,77
2025-05-01,"Hong Kong","Chine",40.32,59.17,17.05,28,23.2,25.2,4.8,87.2
2025-05-02,"Hong Kong","Chine",29.9,131.93,29.36,31.5,23.3,26.7,8.2,79.4
2025-05-03,"Hong Kong","Chine",52.7,60.05,20.69,28.5,24,26.2,4.5,85.5
2025-05-04,"Hong Kong","Chine",16.03,60.89,10.97,29.7,24.4,26.9,5.3,85.1
2025-05-05,"Hong Kong","Chine",10.95,50.33,8.3,30.3,25.2,27.3,5.1,83.5
2025-05-06,"Hong Kong","Chine",10.7,42.94,6.67,30.1,25.9,27.5,4.2,88.1
2025-05-07,"Hong Kong","Chine",19.09,49.89,10,27,24.9,26.1,2.1,94.3
2025-05-08,"Hong Kong","Chine",33.75,52.47,14.21,27.4,24.7,25.9,2.7,91.1
2025-05-09,"Hong Kong","Chine",76.05,25.3,13.66,29.1,24.6,26.4,4.5,89.9
2025-05-10,"Hong Kong","Chine",47.07,71.1,13.86,29.1,23.9,26.3,5.2,84.1
2025-05-11,"Hong Kong","Chine",20.72,104.85,10.28,27.4,20.9,24,6.5,62.8
2025-05-12,"Hong Kong","Chine",23.96,129.84,13.38,28.5,19.8,24.4,8.7,60.1
2025-05-13,"Hong Kong","Chine",24.65,133.69,16.41,28.4,22.2,25,6.2,76.6
2025-05-14,"Hong Kong","Chine",30.29,82.9,6.94,30.3,24.4,26.6,5.9,82.3
2025-05-15,"Hong Kong","Chine",21.55,56.22,3.45,31,25.6,27.7,5.4,82.3
2025-05-16,"Hong Kong","Chine",23.27,34.12,2.93,30,26,27.7,4,83.9
2025-05-17,"Hong Kong","Chine",28.18,32.26,3.6,31.9,25.5,28.2,6.4,82.7
2025-05-18,"Hong Kong","Chine",8.12,47.19,5.29,33.1,26.1,28.6,7,83
2025-05-19,"Hong Kong","Chine",14.79,39.51,6.71,32.5,27.1,28.6,5.4,84
2025-05-20,"Hong Kong","Chine",7.69,44.8,6.02,30.8,27.6,29.1,3.2,83.1
2025-05-21,"Hong Kong","Chine",8.71,48.42,6.12,33.4,27.1,29.8,6.3,79.8
2025-05-22,"Hong Kong","Chine",11.19,48.98,6.75,34,27.6,30,6.4,78.2
2025-05-23,"Hong Kong","Chine",27.21,33.45,5.65,33.4,26.3,29.7,7.1,81.1
2025-05-24,"Hong Kong","Chine",40.98,60.03,12.41,30.4,25.3,27.4,5.1,80.5
2025-05-25,"Hong Kong","Chine",17.93,97,18.2,26.2,23.9,24.8,2.3,70.7
2025-05-26,"Hong Kong","Chine",24.43,117.45,20.46,27.4,23.2,24.7,4.2,66.4
2025-05-27,"Hong Kong","Chine",23.68,114,17.12,28.7,24,26,4.7,69.4
2025-05-28,"Hong Kong","Chine",29.15,78.36,13.11,28.6,24.8,25.8,3.8,83.8
2025-05-29,"Hong Kong","Chine",29.13,65.55,8.14,28.6,24.6,26,4,92.1
2025-05-30,"Hong Kong","Chine",19.47,89.27,10.01,26,23.5,24.2,2.5,89.7
2025-05-31,"Hong Kong","Chine",15.37,98.38,16.44,27.9,24.1,25.1,3.8,83.8
2023-09-01,"Kigali","Rwanda",NA,NA,42.27,25,18,21.5,7,66
2023-09-02,"Kigali","Rwanda",NA,NA,34.49,25,17,21,8,74
2023-09-03,"Kigali","Rwanda",NA,NA,54.8,25,19,22,6,66
2023-09-04,"Kigali","Rwanda",NA,NA,62.95,25,17,21,8,71
2023-09-05,"Kigali","Rwanda",NA,NA,65.77,24,16,20,8,83
2023-09-06,"Kigali","Rwanda",NA,NA,47.18,24,16,20,8,86
2023-09-07,"Kigali","Rwanda",NA,NA,45.35,22,16,19,6,86
2023-09-08,"Kigali","Rwanda",NA,NA,44.89,25,16,20.5,9,83
2023-09-09,"Kigali","Rwanda",NA,NA,40.49,24,16,20,8,87
2023-09-10,"Kigali","Rwanda",NA,NA,35.37,23,18,20.5,5,87
2023-09-11,"Kigali","Rwanda",NA,NA,31.52,19,16,17.5,3,93
2023-09-12,"Kigali","Rwanda",NA,NA,37.77,24,17,20.5,7,80
2023-09-13,"Kigali","Rwanda",NA,NA,24.9,25,17,21,8,83
2023-09-14,"Kigali","Rwanda",NA,NA,31.16,25,18,21.5,7,81
2023-09-15,"Kigali","Rwanda",NA,NA,47.04,24,17,20.5,7,81
2023-09-16,"Kigali",NA,NA,NA,39.6181637717122,25,17,21,8,74
2023-09-17,"Kigali",NA,NA,NA,39.6181637717122,26,17,21.5,9,82
2023-09-18,"Kigali",NA,NA,NA,39.6181637717122,25,17,21,8,81
2023-09-19,"Kigali",NA,NA,NA,39.6181637717122,22,17,19.5,5,86
2023-09-20,"Kigali",NA,NA,NA,39.6181637717122,23,16,19.5,7,90
2023-09-21,"Kigali",NA,NA,NA,39.6181637717122,24,16,20,8,87
2023-09-22,"Kigali",NA,NA,NA,39.6181637717122,25,16,20.5,9,85
2023-09-23,"Kigali",NA,NA,NA,39.6181637717122,23,16,19.5,7,79
2023-09-24,"Kigali",NA,NA,NA,39.6181637717122,24,16,20,8,78
2023-09-25,"Kigali",NA,NA,NA,39.6181637717122,23,17,20,6,79
2023-09-26,"Kigali",NA,NA,NA,39.6181637717122,24,16,20,8,79
2023-09-27,"Kigali",NA,NA,NA,39.6181637717122,24,17,20.5,7,84
2023-09-28,"Kigali",NA,NA,NA,39.6181637717122,23,16,19.5,7,87
2023-09-29,"Kigali",NA,NA,NA,39.6181637717122,24,16,20,8,86
2023-09-30,"Kigali",NA,NA,NA,39.6181637717122,26,16,21,10,80
2023-10-01,"Kigali",NA,NA,NA,39.6181637717122,24,17,20.5,7,73
2023-10-02,"Kigali",NA,NA,NA,39.6181637717122,26,18,22,8,77
2023-10-03,"Kigali",NA,NA,NA,39.6181637717122,27,17,22,10,77
2023-10-04,"Kigali",NA,NA,NA,39.6181637717122,27,17,22,10,49
2023-10-05,"Kigali",NA,NA,NA,39.6181637717122,26,17,21.5,9,67
2023-10-06,"Kigali",NA,NA,NA,39.6181637717122,25,17,21,8,77
2023-10-07,"Kigali",NA,NA,NA,39.6181637717122,26,17,21.5,9,73
2023-10-08,"Kigali",NA,NA,NA,39.6181637717122,25,18,21.5,7,72
2023-10-09,"Kigali",NA,NA,NA,39.6181637717122,24,18,21,6,75
2023-10-10,"Kigali",NA,NA,NA,39.6181637717122,23,17,20,6,84
2023-10-11,"Kigali",NA,NA,NA,39.6181637717122,22,17,19.5,5,86
2023-10-12,"Kigali",NA,NA,NA,39.6181637717122,22,16,19,6,91
2023-10-13,"Kigali",NA,NA,NA,39.6181637717122,25,17,21,8,86
2023-10-14,"Kigali",NA,NA,NA,39.6181637717122,24,17,20.5,7,82
2023-10-15,"Kigali",NA,NA,NA,39.6181637717122,24,17,20.5,7,79
2023-10-16,"Kigali",NA,NA,NA,39.6181637717122,22,16,19,6,90
2023-10-17,"Kigali",NA,NA,NA,39.6181637717122,22,16,19,6,89
2023-10-18,"Kigali",NA,NA,NA,39.6181637717122,23,16,19.5,7,88
2023-10-19,"Kigali",NA,NA,NA,39.6181637717122,22,16,19,6,90
2023-10-20,"Kigali",NA,NA,NA,39.6181637717122,23,16,19.5,7,88
2023-10-21,"Kigali",NA,NA,NA,39.6181637717122,22,15,18.5,7,90
2023-10-22,"Kigali",NA,NA,NA,39.6181637717122,24,16,20,8,86
2023-10-23,"Kigali",NA,NA,NA,39.6181637717122,24,17,20.5,7,81
2023-10-24,"Kigali",NA,NA,NA,39.6181637717122,26,17,21.5,9,78
2023-10-25,"Kigali",NA,NA,NA,39.6181637717122,24,17,20.5,7,80
2023-10-26,"Kigali",NA,NA,NA,39.6181637717122,23,17,20,6,84
2023-10-27,"Kigali","Rwanda",NA,NA,26.99,25,17,21,8,72
2023-10-28,"Kigali","Rwanda",NA,NA,33.91,22,15,18.5,7,90
2023-10-29,"Kigali","Rwanda",NA,NA,29.4,22,16,19,6,87
2023-10-30,"Kigali","Rwanda",NA,NA,23.11,23,16,19.5,7,88
2023-10-31,"Kigali","Rwanda",NA,NA,22.37,24,16,20,8,82
2023-11-01,"Kigali","Rwanda",NA,NA,26,22,17,19.5,5,86
2023-11-02,"Kigali","Rwanda",NA,NA,19.29,23,17,20,6,84
2023-11-03,"Kigali","Rwanda",NA,NA,22.16,20,17,18.5,3,92
2023-11-04,"Kigali","Rwanda",NA,NA,25.16,19,16,17.5,3,92
2023-11-05,"Kigali","Rwanda",NA,NA,26.77,22,15,18.5,7,89
2023-11-06,"Kigali","Rwanda",NA,NA,28.22,21,16,18.5,5,91
2023-11-07,"Kigali","Rwanda",NA,NA,27.4,22,16,19,6,90
2023-11-08,"Kigali","Rwanda",NA,NA,31.24,21,16,18.5,5,89
2023-11-09,"Kigali","Rwanda",NA,NA,24.18,22,17,19.5,5,90
2023-11-10,"Kigali","Rwanda",NA,NA,30.32,22,17,19.5,5,86
2023-11-11,"Kigali","Rwanda",NA,NA,27.65,23,16,19.5,7,87
2023-11-12,"Kigali","Rwanda",NA,NA,22.01,22,16,19,6,87
2023-11-13,"Kigali","Rwanda",NA,NA,22.99,21,16,18.5,5,90
2023-11-14,"Kigali","Rwanda",NA,NA,27.18,20,16,18,4,89
2023-11-15,"Kigali","Rwanda",NA,NA,27.49,22,16,19,6,91
2023-11-16,"Kigali","Rwanda",NA,NA,26.24,23,16,19.5,7,89
2023-11-17,"Kigali","Rwanda",NA,NA,27.95,22,16,19,6,91
2023-11-18,"Kigali","Rwanda",NA,NA,14.81,21,16,18.5,5,87
2023-11-19,"Kigali","Rwanda",NA,NA,23.96,24,16,20,8,88
2023-11-20,"Kigali","Rwanda",NA,NA,23.29,21,16,18.5,5,87
2023-11-21,"Kigali","Rwanda",NA,NA,27.37,23,16,19.5,7,88
2023-11-22,"Kigali","Rwanda",NA,NA,24.5,22,16,19,6,88
2023-11-23,"Kigali","Rwanda",NA,NA,23.63,22,16,19,6,90
2023-11-24,"Kigali","Rwanda",NA,NA,24.82,21,16,18.5,5,88
2023-11-25,"Kigali","Rwanda",NA,NA,23.78,21,16,18.5,5,93
2023-11-26,"Kigali","Rwanda",NA,NA,23.33,20,16,18,4,93
2023-11-27,"Kigali","Rwanda",NA,NA,23.8,21,16,18.5,5,92
2023-11-28,"Kigali","Rwanda",NA,NA,36.77,21,16,18.5,5,91
2023-11-29,"Kigali","Rwanda",NA,NA,26.11,22,16,19,6,89
2023-11-30,"Kigali","Rwanda",NA,NA,30.65,22,16,19,6,91
2023-12-01,"Kigali","Rwanda",NA,NA,32.84,23,16,19.5,7,90
2023-12-02,"Kigali","Rwanda",NA,NA,37.8,22,16,19,6,91
2023-12-03,"Kigali","Rwanda",NA,NA,29.66,22,16,19,6,90
2023-12-04,"Kigali","Rwanda",NA,NA,27.83,21,16,18.5,5,90
2023-12-05,"Kigali","Rwanda",NA,NA,28.96,21,16,18.5,5,96
2023-12-06,"Kigali","Rwanda",NA,NA,28.47,21,16,18.5,5,93
2023-12-07,"Kigali","Rwanda",NA,NA,34.19,22,15,18.5,7,89
2023-12-08,"Kigali","Rwanda",NA,NA,34.2,22,16,19,6,88
